1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.500000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
1.510000, 100.000000
