0.000000, 0.400000, 0.400000
0.010000, 0.402398, 0.397607
0.020000, 0.404790, 0.395228
0.030000, 0.407177, 0.392864
0.040000, 0.409559, 0.390513
0.050000, 0.411934, 0.388176
0.060000, 0.414303, 0.385853
0.070000, 0.416666, 0.383544
0.080000, 0.419022, 0.381247
0.090000, 0.421371, 0.378964
0.100000, 0.423713, 0.376694
0.110000, 0.426047, 0.374438
0.120000, 0.428373, 0.372194
0.130000, 0.430691, 0.369963
0.140000, 0.433001, 0.367744
0.150000, 0.435303, 0.365539
0.160000, 0.437596, 0.363346
0.170000, 0.439879, 0.361165
0.180000, 0.442154, 0.358996
0.190000, 0.444419, 0.356840
0.200000, 0.446675, 0.354696
0.210000, 0.448921, 0.352564
0.220000, 0.451157, 0.350444
0.230000, 0.453383, 0.348336
0.240000, 0.455598, 0.346240
0.250000, 0.457803, 0.344156
0.260000, 0.459998, 0.342083
0.270000, 0.462181, 0.340022
0.280000, 0.464354, 0.337973
0.290000, 0.466515, 0.335935
0.300000, 0.468665, 0.333908
0.310000, 0.470804, 0.331893
0.320000, 0.472931, 0.329890
0.330000, 0.475046, 0.327897
0.340000, 0.477149, 0.325916
0.350000, 0.479241, 0.323946
0.360000, 0.481320, 0.321988
0.370000, 0.483387, 0.320040
0.380000, 0.485442, 0.318103
0.390000, 0.487485, 0.316177
0.400000, 0.489515, 0.314262
0.410000, 0.491532, 0.312359
0.420000, 0.493537, 0.310465
0.430000, 0.495529, 0.308583
0.440000, 0.497509, 0.306712
0.450000, 0.499475, 0.304851
0.460000, 0.501429, 0.303000
0.470000, 0.503369, 0.301161
0.480000, 0.505297, 0.299332
0.490000, 0.507211, 0.297513
0.500000, 0.509112, 0.295705
0.510000, 0.511000, 0.293908
0.520000, 0.512875, 0.292121
0.530000, 0.514737, 0.290344
0.540000, 0.516585, 0.288577
0.550000, 0.518420, 0.286821
0.560000, 0.520242, 0.285075
0.570000, 0.522050, 0.283340
0.580000, 0.523846, 0.281614
0.590000, 0.525627, 0.279899
0.600000, 0.527396, 0.278193
0.610000, 0.529151, 0.276498
0.620000, 0.530892, 0.274813
0.630000, 0.532621, 0.273137
0.640000, 0.534336, 0.271472
0.650000, 0.536038, 0.269817
0.660000, 0.537726, 0.268171
0.670000, 0.539401, 0.266535
0.680000, 0.541063, 0.264909
0.690000, 0.542712, 0.263293
0.700000, 0.544348, 0.261686
0.710000, 0.545970, 0.260089
0.720000, 0.547579, 0.258502
0.730000, 0.549175, 0.256924
0.740000, 0.550759, 0.255356
0.750000, 0.552329, 0.253797
0.760000, 0.553886, 0.252248
0.770000, 0.555430, 0.250708
0.780000, 0.556962, 0.249178
0.790000, 0.558480, 0.247657
0.800000, 0.559986, 0.246145
0.810000, 0.561479, 0.244643
0.820000, 0.562960, 0.243150
0.830000, 0.564428, 0.241666
0.840000, 0.565883, 0.240191
0.850000, 0.567326, 0.238725
0.860000, 0.568757, 0.237268
0.870000, 0.570175, 0.235820
0.880000, 0.571581, 0.234381
0.890000, 0.572975, 0.232952
0.900000, 0.574357, 0.231531
0.910000, 0.575726, 0.230119
0.920000, 0.577084, 0.228715
0.930000, 0.578430, 0.227321
0.940000, 0.579764, 0.225935
0.950000, 0.581086, 0.224558
0.960000, 0.582397, 0.223190
0.970000, 0.583696, 0.221830
0.980000, 0.584983, 0.220479
0.990000, 0.586260, 0.219136
1.000000, 0.587524, 0.217802
1.010000, 0.588778, 0.216476
1.020000, 0.590020, 0.215158
1.030000, 0.591251, 0.213849
1.040000, 0.592472, 0.212548
1.050000, 0.593681, 0.211256
1.060000, 0.594879, 0.209971
1.070000, 0.596067, 0.208695
1.080000, 0.597244, 0.207427
1.090000, 0.598410, 0.206167
1.100000, 0.599566, 0.204915
1.110000, 0.600712, 0.203672
1.120000, 0.601847, 0.202436
1.130000, 0.602972, 0.201208
1.140000, 0.604086, 0.199987
1.150000, 0.605191, 0.198775
1.160000, 0.606286, 0.197570
1.170000, 0.607370, 0.196374
