0.000000, 0.400000, 0.400000
0.010000, 0.401581, 0.406428
0.020000, 0.403123, 0.412913
0.030000, 0.404627, 0.419453
0.040000, 0.406091, 0.426047
0.050000, 0.407516, 0.432694
0.060000, 0.408901, 0.439391
0.070000, 0.410247, 0.446139
0.080000, 0.411553, 0.452935
0.090000, 0.412819, 0.459778
0.100000, 0.414044, 0.466665
0.110000, 0.415230, 0.473597
0.120000, 0.416376, 0.480569
0.130000, 0.417482, 0.487582
0.140000, 0.418547, 0.494633
0.150000, 0.419573, 0.501721
0.160000, 0.420558, 0.508843
0.170000, 0.421503, 0.515997
0.180000, 0.422409, 0.523181
0.190000, 0.423274, 0.530394
0.200000, 0.424100, 0.537633
0.210000, 0.424887, 0.544897
0.220000, 0.425634, 0.552182
0.230000, 0.426342, 0.559487
0.240000, 0.427012, 0.566810
0.250000, 0.427642, 0.574149
0.260000, 0.428234, 0.581500
0.270000, 0.428789, 0.588862
0.280000, 0.429305, 0.596233
0.290000, 0.429784, 0.603611
0.300000, 0.430225, 0.610992
0.310000, 0.430630, 0.618374
0.320000, 0.430999, 0.625756
0.330000, 0.431331, 0.633135
0.340000, 0.431628, 0.640508
0.350000, 0.431889, 0.647874
0.360000, 0.432116, 0.655229
0.370000, 0.432308, 0.662572
0.380000, 0.432467, 0.669900
0.390000, 0.432592, 0.677211
0.400000, 0.432684, 0.684502
0.410000, 0.432743, 0.691772
0.420000, 0.432771, 0.699018
0.430000, 0.432767, 0.706238
0.440000, 0.432732, 0.713429
0.450000, 0.432667, 0.720590
0.460000, 0.432572, 0.727718
0.470000, 0.432447, 0.734811
0.480000, 0.432294, 0.741867
0.490000, 0.432113, 0.748885
0.500000, 0.431904, 0.755861
0.510000, 0.431668, 0.762795
0.520000, 0.431405, 0.769684
0.530000, 0.431117, 0.776527
0.540000, 0.430803, 0.783321
0.550000, 0.430465, 0.790065
0.560000, 0.430102, 0.796757
0.570000, 0.429716, 0.803396
0.580000, 0.429307, 0.809980
0.590000, 0.428876, 0.816507
0.600000, 0.428423, 0.822977
0.610000, 0.427949, 0.829386
0.620000, 0.427454, 0.835736
0.630000, 0.426940, 0.842023
0.640000, 0.426406, 0.848246
0.650000, 0.425853, 0.854406
0.660000, 0.425282, 0.860500
0.670000, 0.424694, 0.866527
0.680000, 0.424088, 0.872487
0.690000, 0.423466, 0.878378
0.700000, 0.422829, 0.884199
0.710000, 0.422175, 0.889951
0.720000, 0.421508, 0.895632
0.730000, 0.420826, 0.901241
0.740000, 0.420130, 0.906778
0.750000, 0.419421, 0.912242
0.760000, 0.418700, 0.917633
0.770000, 0.417967, 0.922950
0.780000, 0.417222, 0.928193
0.790000, 0.416466, 0.933362
0.800000, 0.415700, 0.938456
